flags,utterance,category,intent
BCELQWZ,i cannot registre help reporting a damn signup issue,ACCOUNT,registration_problems
BM,I need to get refunds of money,REFUND,get_refund
BI,is it possible to check how long refunds usually take?,REFUND,check_refund_policy
BLQ,i have got to unsubscribe from the company newsletter,NEWSLETTER,newsletter_subscription
BELQ,i do not know how to talk to a live agent,CONTACT,contact_human_agent
BIP,could you help me change my order?,ORDER,change_order
BIP,could you tell me about the company newsletter subscription?,NEWSLETTER,newsletter_subscription
BIMP,where could I get the invoices?,INVOICE,get_invoice
B,anybody available in customer service,CONTACT,contact_customer_service
BI,can I cancel the subscription to your company newsletter?,NEWSLETTER,newsletter_subscription
BI,can you tell me more about a password recovery?,ACCOUNT,recover_password
BP,I would like to edit the information on my account,ACCOUNT,edit_account
B,show me my order ETA,ORDER,track_order
B,help me check what hours customer service available is,CONTACT,contact_customer_service
BLZ,I am trying to open  a new online account for my mom,ACCOUNT,create_account
BI,can you give me information about a shipping address change?,SHIPPING_ADDRESS,change_shipping_address
BIP,would you give me information about a user account deletion?,ACCOUNT,delete_account
B,I am trying to submit some feedback for your company,FEEDBACK,review
BIP,could you show me the delivery options?,DELIVERY,delivery_options
BL,assistance speaking with an agent,CONTACT,contact_human_agent
BM,I have problems with adding something,ORDER,change_order
BM,help to report registration issues,ACCOUNT,registration_problems
BELQ,i do not know what i need to do to speak to customer service,CONTACT,contact_customer_service
BLM,I am trying to notify of signup problems,ACCOUNT,registration_problems
BIM,is it possible to check what options for delivery you offer?,DELIVERY,delivery_options
B,I want to buy an item,ORDER,place_order
B,I want to get my invoice,INVOICE,get_invoice
B,I need to check my order ETA,ORDER,track_order
BIM,what do I have to do to find the invoices from 8 months ago?,INVOICE,check_invoice
BE,I cannot find the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BIM,can you help me get the invoices from four months ago?,INVOICE,get_invoice
BI,how can I track my order?,ORDER,track_order
BM,assistance reporting issues with payment,PAYMENT,payment_issue
B,help me to check how soon can I expect the item,DELIVERY,delivery_period
BI,what is the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BM,I need assistance to check my invoices,INVOICE,check_invoice
B,I want assistance cancelling an order I have made,ORDER,cancel_order
B,assistance with changing an order,ORDER,change_order
BE,I am looking for information about a shipping address change,SHIPPING_ADDRESS,change_shipping_address
BL,help me creating a user account for my mum,ACCOUNT,create_account
BLQ,help me filing a consumer complaint against ur company,FEEDBACK,complaint
BLZ,find information about subscribing to your newslewtter,NEWSLETTER,newsletter_subscription
B,I need to get a refund,REFUND,get_refund
B,help to change the last order I made,ORDER,change_order
BM,I need help to find the invoices,INVOICE,check_invoice
B,I want assistance finding my invoice,INVOICE,check_invoice
B,I want help to submit some feedback for your company,FEEDBACK,review
BEL,I do not know how to talk to someone,CONTACT,contact_human_agent
BEM,I do not know what I have to do to check the invoices,INVOICE,check_invoice
BEP,I do not know how I could submit some feedback for a service,FEEDBACK,review
BE,I do not know how I can check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BM,I need to get the invoices from my last purchase,INVOICE,get_invoice
BI,how to check what hours I can contact customer service?,CONTACT,contact_customer_service
B,help regarding the registration,ACCOUNT,registration_problems
BL,I have to modify the data included on my user account,ACCOUNT,edit_account
B,help me registering,ACCOUNT,create_account
B,assistance with cancelling the order I have made,ORDER,cancel_order
BIP,could you help me contact customer service?,CONTACT,contact_customer_service
BIP,could you help me get a refund of money?,REFUND,get_refund
BK,checking status of order,ORDER,track_order
BEM,I do not know how to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BIM,what delivery options are available?,DELIVERY,delivery_options
BILQ,where can i list ur payment options,PAYMENT,check_payment_methods
BELQZ,i do not know how to make a customr claim,FEEDBACK,complaint
BEL,I do not know how to get in touch with customer support,CONTACT,contact_customer_service
B,assistance to check what hours customer service available is,CONTACT,contact_customer_service
BIM,where do I report registration issues?,ACCOUNT,registration_problems
BLP,I would like to file a customer claim against your company,FEEDBACK,complaint
B,I need help to add an item to an order,ORDER,change_order
B,question about canceling the last order I made,ORDER,cancel_order
B,help to change my shipping address,SHIPPING_ADDRESS,change_shipping_address
BP,I would like to know more about a password recovery,ACCOUNT,recover_password
B,help me to check the refund status,REFUND,track_refund
BCL,"I want to unsubscribe from your newsletter, I need help",NEWSLETTER,newsletter_subscription
BILQ,how to update the information on my profile,ACCOUNT,edit_account
BI,how to file a complaint against your business?,FEEDBACK,complaint
B,I need help with our registration,ACCOUNT,registration_problems
B,I want to leave a review for a service,FEEDBACK,review
BLMZ,I don't know how  to inform of sign-up errors,ACCOUNT,registration_problems
BIP,could you help me to get the invoice from March?,INVOICE,get_invoice
BL,I don't know how to switch to another user account,ACCOUNT,switch_account
BE,I do not know what I have to do to buy an item,ORDER,place_order
B,I want assistance to get my money back,REFUND,get_refund
B,I am calling to leave a review for a service,FEEDBACK,review
BIM,where can I get information about order cancellations?,ORDER,cancel_order
BIP,will you show me what hours I can contact customer service?,CONTACT,contact_customer_service
BI,where can I check the refund status?,REFUND,track_refund
B,I need assistance to change the last order,ORDER,change_order
BM,I have to add some items to an order,ORDER,change_order
BM,I don't know how to find the invoices from my last purchase,INVOICE,check_invoice
BL,assistance changing to a new user profile,ACCOUNT,switch_account
BIL,how can I find information about my access key recovery?,ACCOUNT,recover_password
BL,I am trying to speak with an agent,CONTACT,contact_human_agent
BIP,will you tell me what payment methods you accept?,PAYMENT,check_payment_methods
B,I don't know what to do to contact customer service,CONTACT,contact_customer_service
B,I have a question about cancelling an order,ORDER,cancel_order
BIP,could I change the order I made?,ORDER,change_order
BIM,what delivery options do you offer?,DELIVERY,delivery_options
BIP,will you show me the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
B,I need help to contact an agent,CONTACT,contact_human_agent
BI,is it possible to report an issue with payment?,PAYMENT,payment_issue
BI,where can I check your money back policy?,REFUND,check_refund_policy
BLQ,i need assistance to update the delivery address,SHIPPING_ADDRESS,change_shipping_address
B,I want help to file a complaint against your business,FEEDBACK,complaint
BM,help solving an issue with payments,PAYMENT,payment_issue
BLQZ,want assistance to speak to a hunan agent,CONTACT,contact_human_agent
BLQ,need to change the info on my user profile,ACCOUNT,edit_account
BILQ,can ya help me resetting my user account pass,ACCOUNT,recover_password
BILQ,where do i file a claim against ur organization,FEEDBACK,complaint
BI,what do I have to do to track the refund?,REFUND,track_refund
BLQ,i need help talking to a human agent,CONTACT,contact_human_agent
BIP,could you help me changing my order?,ORDER,change_order
B,I need help to check the status of my refund,REFUND,track_refund
BIMP,could I take a quick look at the invoices from last month?,INVOICE,check_invoice
BL,assistance to check the early termination penalty,CANCELLATION_FEE,check_cancellation_fee
BE,I do not know how to check how long the delivery takes,DELIVERY,delivery_period
BM,assistance to find the invoices from January,INVOICE,check_invoice
BLQZ,i need assistance to use a new usr profile,ACCOUNT,switch_account
B,I try to edit my account,ACCOUNT,edit_account
BI,can you help me talking to an agent?,CONTACT,contact_human_agent
B,find information about a password recovery,ACCOUNT,recover_password
B,assistance to check how long the delivery takes,DELIVERY,delivery_period
BLQ,wanna check the termination fee,CANCELLATION_FEE,check_cancellation_fee
B,I want assistance deleting an account,ACCOUNT,delete_account
BM,I have problems with cancelling my order,ORDER,cancel_order
BI,where do I switch to another account?,ACCOUNT,switch_account
BLZ,give me infornation about the lost PIN,ACCOUNT,recover_password
BKLQ,editing info on profile,ACCOUNT,edit_account
BIM,what do I have to do to buy several of your item?,ORDER,place_order
B,assistance to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BE,I do not know what I need to do to create an account,ACCOUNT,create_account
BILQ,where do i lodge a customer complaint against ur business,FEEDBACK,complaint
B,help me check if there is anything new on my refund,REFUND,track_refund
BCILQZ,wanna unsubscribe to ur newsletter can i get some hlp,NEWSLETTER,newsletter_subscription
B,I need help to check if there is anything new on my refund,REFUND,track_refund
BCELQZ,I'm not happy with ur services i try to lodge an claim,FEEDBACK,complaint
B,help finding my invoice,INVOICE,check_invoice
BIM,where can I take a quick look at the invoices?,INVOICE,check_invoice
B,help me check in what cases can I ask for refunds,REFUND,check_refund_policy
BLQW,need help speaking to fucking customer assistance,CONTACT,contact_customer_service
BL,I need assistance creating a gold account,ACCOUNT,create_account
BIP,could you give me information about a forgotten password?,ACCOUNT,recover_password
BL,I need to create a different online account,ACCOUNT,create_account
BLMQZ,I'm tryying to see the early exit fees,CANCELLATION_FEE,check_cancellation_fee
